"Title","Link"
"Metal–organic framework-derived C/Co/Co3O4 nanocomposites with excellent microwave absorption properties in low frequencies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086162329&doi=10.1007%2fs10854-020-03721-z&partnerID=40&md5=e8b7ed2d28cda4fc023d33e3491aca68"
"Reducing static and impact ice adhesion with a self-lubricating icephobic coating (SLIC)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083056793&doi=10.3390%2fcoatings10030262&partnerID=40&md5=1afbe0ce6a9f510fc229bbc99de03080"
"The research on oxidation resistance ability and mechanical properties of carbon fiber reinforced phenolic resin composites","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087336330&doi=10.1088%2f2053-1591%2fab9856&partnerID=40&md5=63eb69eb39c112862b36a5555df49721"
"Effects of environmental exposures on carbon fiber epoxy composites protected by metallic thin films","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068880458&doi=10.1177%2f0021998319859051&partnerID=40&md5=e7a4d6f550896f60ba520e15f19a7757"
"Surface Reconstruction, Hydration, and Adhesion of Epoxy to the (0001) Surface of α-Berlinite: Insights from Density Functional Theory Calculations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082769548&doi=10.1021%2facs.jpcc.9b11794&partnerID=40&md5=44d5a156102de325501ac2024c929b50"
"Abrasive Wear Behavior of Nitrided Textured Titanium","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095457696&doi=10.1142%2fS0218625X20500250&partnerID=40&md5=8e48c5d8f76fc91f14ba86abf9aaeb27"
"Finite element analysis of laser peening of thin aluminum structures","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078639156&doi=10.3390%2fmet10010093&partnerID=40&md5=798b0d3172d3e11a0689569b1716f58a"
"Tribological behaviour of atmospheric plasma and high velocity oxy-fuel sprayed WC-Cr3C2-Ni coatings at elevated temperatures","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079831138&doi=10.1016%2fj.ceramint.2020.01.288&partnerID=40&md5=913f294d87b0a196e82968b7c596f09e"
"A skin layer made of cured polysilazane and yttria stabilized zirconia for enhanced thermal protection of carbon fiber reinforced polymers (CFRPs)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092651697&doi=10.1016%2fj.surfcoat.2020.126481&partnerID=40&md5=d7e40d60ab5d2538e6223d23412ae142"
"Stretchable electrothermochromic fibers based on hierarchical porous structures with electrically conductive dual-pathways; [基于导电双路径分级多孔结构的可拉伸电热致变色纤维]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088867884&doi=10.1007%2fs40843-020-1404-y&partnerID=40&md5=cc480b1850bbb847d610d1816d9ac6e1"
"Dynamic mechanical analysis of abs from hybrid additive manufacturing by fused filament fabrication and shot peening","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100941213&doi=10.1115%2fMSEC2020-8253&partnerID=40&md5=a30e1647de88b17e3d9b0cd6625d8fc5"
"Investigation of the process parameters and restitution coefficient of ductile materials during cold gas dynamic spray (CGDS) using finite element analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076486792&doi=10.1016%2fj.addma.2019.100986&partnerID=40&md5=4466e6c7d9b1e38b1325c2f57257f16c"
"6th International Conference on Material Science and Engineering, ICMSE 2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085214707&partnerID=40&md5=68a2f2a5fa77f85ebe6b7230e5a762fa"
"Past Achievements and Future Challenges in the Development of Infrared Antireflective and Protective Coatings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087746912&doi=10.1002%2fpssa.202000149&partnerID=40&md5=0edcb72d7c317284a6f0ce32ea84a830"
"Hfn coating of assab 17 steel by pvd method and its effects on 6063-t5 aluminum alloy turning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097836413&doi=10.24874%2fti.924.07.20.11&partnerID=40&md5=fda375ecb486cf4382bf0b23406aac66"
"Chemical conversion coatings on magnesium alloys (Part 5): Continuation from ""galvanotechnik"" 9/2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097648745&partnerID=40&md5=499a11019759e1fb3d6627e831bb795a"
"Accelerated Testing to Investigate Corrosion Mechanisms of Carburized and Carbonitrided Martensitic Stainless Steel for Aerospace Bearings in Harsh Environments","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076887473&doi=10.1080%2f10402004.2019.1685726&partnerID=40&md5=56268493d4dfb39f45a8e9e0a4146e14"
"Defensive antibacterial coating in revision total hip arthroplasty: new concept and early experience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090780643&doi=10.1177%2f1120700020917125&partnerID=40&md5=87aff4bd7da14cffce8c745c0032b98a"
"An ultralight concentrator photovoltaic system for space solar power harvesting","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079682102&doi=10.1016%2fj.actaastro.2019.12.032&partnerID=40&md5=8f4959da09f7bf1fcda41e21d277a3ca"
"Millisecond pulse laser machining of thermal barrier coatings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076520615&doi=10.1016%2fj.cirpj.2019.11.004&partnerID=40&md5=1f209876321ee8d9a953e15ca523b7c6"
"Safing technologies for lithosphere geoecoprotection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078248155&doi=10.1007%2f978-981-15-0454-9_43&partnerID=40&md5=e7957b08bf606993b31cf4721a63b38e"
"Functional superhydrophobic coating systems for possible corrosion mitigation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081685028&doi=10.20965%2fijat.2020.p0148&partnerID=40&md5=147db1000a4e7c2a1bd2131795c960d8"
"Plant Phenolics and Postharvesting Technologies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129428000&doi=10.1007%2f978-981-15-4890-1_15&partnerID=40&md5=3eea0a47fef5b17c2ce402b514512d69"
"In situ formation of Fe3O4/N-doped carbon coating on the surface of carbon fiber with improved electromagnetic wave-absorption property","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090352706&doi=10.1039%2fd0ra06338j&partnerID=40&md5=d6abf6506b8cb27e00ffe354dcb4e660"
"Properties of electroexplosive electroerosion resistant coatings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143404133&doi=10.1201%2f9781003080589&partnerID=40&md5=9414dbf691ab5963c546e869a0543dae"
"Development of weather-resistant 3d printed structures by multi-material additive manufacturing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104403271&doi=10.3390%2fjcs4030094&partnerID=40&md5=1c8db462e36917ea33964d00ab25b211"
"Multifunctional laminated membranes with adjustable infrared radiation for personal thermal management applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088567988&doi=10.1007%2fs10570-020-03354-9&partnerID=40&md5=194c3fad49e0b3159af011c9322fa3f5"
"Experimental set-up for dynamic material investigation at high temperatures","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082452201&partnerID=40&md5=0eb1614e78916de9556a08a65cf5db74"
"Perfluoropyridine as a Scaffold for Semifluorinated Thiol-ene Networks with Readily Tunable Thermal Properties","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085582765&doi=10.1002%2fmacp.202000100&partnerID=40&md5=52d05bd788b7a072239e28a1fa9fb7d1"
"The effect of near-surface plastic deformation on the hot corrosion and high temperature corrosion-fatigue response of a nickel-based superalloy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083117299&doi=10.1016%2fj.jallcom.2020.154889&partnerID=40&md5=015b398d611347a157c7b5d7e64ed9af"
"Surface activation methods for bonding to thermoplastics: Plasma and a new tailored UV based method","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105577863&partnerID=40&md5=0cb92af7838146e0fc6b4f6706c7aa74"
"Recent advances on regiocentric homo-epitaxial approaches in bio-mimetically derived artificial non-wettable surfaces","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103703147&doi=10.1016%2fj.matpr.2020.05.771&partnerID=40&md5=51f9cd491146f69a578a432b4b2d4939"
"Progress in Electrochemical and Electrophoretic Deposition of Nickel with Carbonaceous Allotropes: A Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075456581&doi=10.1002%2fadmi.201901096&partnerID=40&md5=a099168da506c661ed69d3f5aa8441e9"
"Wear evaluation of CVD diamond coated high-performance drilling tools for machining of carbon fiber reinforced plastics (CFRP)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087158766&doi=10.36897%2fjme%2f119640&partnerID=40&md5=cd53c2e6f00fdbf75a54c110a23c6fd2"
"Biodistribution of Polymeric, Polysaccharide and Metallic Nanoparticles","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000688583&doi=10.1002%2f9781119414018.ch8&partnerID=40&md5=ab024fe6033191ed614bc48fb4b006cd"
"Optical Properties of Thermal Control Coatings after Exposure to 90 keV Electrons","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096399038&doi=10.1007%2fs40295-020-00241-0&partnerID=40&md5=019ef7b32a24a0995b70f7287979c91e"
"Poly(butylene succinate) and graphene nanoplatelet–based sustainable functional nanocomposite materials: structure-properties relationship","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091330661&doi=10.1016%2fj.mtchem.2020.100351&partnerID=40&md5=358e029c096d8b26abcf29908ed68e77"
"Thermal shock resistance of TaC/SiC coatings on carbon/carbon composites by the CVD process","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081227803&doi=10.36410%2fjcpr.2020.21.1.92&partnerID=40&md5=342ba017e4083c6cdb2e8912e102a3ce"
"Microstructure evolution and high temperature resistance of Ti6Al4V/Inconel625 gradient coating fabricated by laser melting deposition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082680626&doi=10.1016%2fj.matdes.2020.108644&partnerID=40&md5=de0ef1e7205a45eda479925b09eccf88"
"Thermal analysis of advanced plate structures based on ceramic coating on carbon/carbon substrates for aerospace re-entry re-usable systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100951250&partnerID=40&md5=35bf435add3f8d25178092ce68bedcca"
"Progress in advanced materials used in electromagnetic interference shielding for space applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137879321&doi=10.4018%2f978-1-7998-5357-2.ch020&partnerID=40&md5=bf4f7f42df1653298ae1ebb96e1a6fd9"
"Characterization of an UV-laser treatment process for adhesive bonding of CFRP","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084163432&partnerID=40&md5=6ec22a151b86d747db9c1aa41739082b"
"Research status and application of the high-entropy and traditional alloys fabricated via the laser cladding","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086265089&doi=10.15407%2fufm.21.01.026&partnerID=40&md5=d9a1602fca2502e2741e0326137baf64"
"Structural and phase changes of the surface layers of heatresistant multicomponent coating of ion-plasma coating Ni-Cr-Al-Y after modification by high-current electron beams microsecond duration; [Alterações estruturais e de fase nas camadas de superfície da cobertura multicomponente resistente ao calor do revestimento de íons de plasma NI-CR-AL-Y após modificação por feixes de elétrons de corrente forte com duração de microssegundos]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083170694&partnerID=40&md5=87a774ef5dc9b1db8547fffb240292b7"
"Highly stable Na: CsPb(Br,I)3@Al2O3 nanocomposites prepared by a pre-protection strategy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082022258&doi=10.1039%2fd0nr00069h&partnerID=40&md5=30e5c53b929715d0ae4cbc09e8b300be"
"Synergistic effect of beauveria bassiana and trichoderma asperellum to induce maize (Zea mays l.) defense against the asian corn borer, ostrinia furnacalis (lepidoptera, crambidae) and larval immune response","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095774062&doi=10.3390%2fijms21218215&partnerID=40&md5=494190fdcf4e2c1b8551c71507602cf2"
"Experimental lifetime study of regeneratively cooled rocket chamber walls","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084332390&doi=10.1016%2fj.ijfatigue.2020.105649&partnerID=40&md5=0dcf3ad48bea0d71bcea515ac599d76a"
"Sewn boats in the Qatar Museums collection, Doha: baggāras and kettuvallams as records of a western Indian Ocean technological tradition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091154193&doi=10.1111%2f1095-9270.12422&partnerID=40&md5=e0795be62b848680ba210b5769b5c0b5"
"Multifunctional liquid metal lattice materials through hybrid design and manufacturing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079322474&doi=10.1016%2fj.addma.2020.101117&partnerID=40&md5=6bf98074b67ca07674e0cfb356109366"
"Effectiveness of Polyurea Coated Steel Plates in Blast Mitigation in Vehicles","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070710346&doi=10.1007%2f978-981-13-8767-8_12&partnerID=40&md5=c17ffa475893897dd64189d1c8c5afbb"
"Chemical Conversion Coatings on Magnesium Alloys (Part 4): Continuation from „Galvanotechnik"" 8/2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096239522&partnerID=40&md5=7f9d97047e8157435c2b7009670f3bec"
"Methods and process parameters of gel coating on laminated composites - A review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085692430&doi=10.1063%2f5.0007094&partnerID=40&md5=b80d534a8c031bab6e83235c2fca957b"
"Syntheses and step-by-step morphological analysis of nano-copper-decorated carbon long fibers for aerospace structural applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097204518&doi=10.3390%2fcryst10121090&partnerID=40&md5=ca5a2a59d33aeaefdad4d6a5b94d991f"
"Bio-based textile coatings and composites","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092684955&doi=10.1016%2fB978-0-12-818493-6.00010-5&partnerID=40&md5=11db6759ca76943855f6f10557290ec1"
"High cycle fatigue behavior of recycled additive manufactured electron beam melted titanium Ti6Al4V","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101219910&doi=10.1115%2fIMECE2020-24194&partnerID=40&md5=9e75b804804a3fbd29d000ef4dfe0dd8"
"Experimental and theoretical study of internal finishing by a novel magnetically driven polishing tool","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081678352&doi=10.1016%2fj.ijmachtools.2020.103552&partnerID=40&md5=601b81339719cd92c0b2395646f2bc20"
"AlN and MgO thin-layer coatings on the bendable polymeric substrates as selective filters for IR and THz spectral ranges","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083383475&doi=10.1016%2fj.infrared.2020.103323&partnerID=40&md5=869df65340340f0688b4eb33b5930287"
"Performance analysis of multi wall Carbon Nanotubes (MWCNT) coated tool electrode during machining of titanium alloy (TI6AL4V)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101461602&doi=10.1115%2fMSEC2020-8224&partnerID=40&md5=1f84028781995161bf0155745ed5e73f"
"Radar echo characteristic and camouflage method of civil defense cave; [人防工程口部雷达回波特性及伪装方法研究]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095992373&doi=10.13443%2fj.cjors.2019070502&partnerID=40&md5=2f0ef0067d4f0bfeb2ec2d6f2b43fbed"
"Thermal stability and thermal degradation study of phenolic resin modified by cardanol","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130078607&doi=10.1680%2fjemmr.18.00133&partnerID=40&md5=695201206375d39af1faaf4ed0d0319e"
"Iron oxide nanoparticles: Tuning to advanced nano drug delivery","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097133244&doi=10.2174%2f2210681209666190618112412&partnerID=40&md5=9b7102813eb19c1e9e4931a13d378a4a"
"Feasibility of as-prepared reticulated porous barium titanate without additional radar-absorbing material coating in potential military applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087300412&doi=10.1007%2fs41779-020-00498-6&partnerID=40&md5=7733011fe9da9c68d9c5e85556e36147"
"A thin dielectric ceramic coating with good absorbing properties composed by tungsten carbide and alumina","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075519182&doi=10.1016%2fj.jallcom.2019.152851&partnerID=40&md5=9d8c2a2aa8a4a79cc958b2736e993494"
"Hybrid system combining ice-phobic coating and electrothermal heating for wing ice protection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089572829&doi=10.3390%2fAEROSPACE7080102&partnerID=40&md5=570502b80f9d70b79fe9e89fc673ec03"
"Correlating Coating Quality of Coverage with Rheology for Mica-Based Paints","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101629534&doi=10.1515%2fARH-2020-0110&partnerID=40&md5=a527b89e7693dc56fe7ecfebbac33c9f"
"A review on geopolymer in potential coating application: Materials, preparation and basic properties","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091628824&doi=10.1016%2fj.jobe.2020.101734&partnerID=40&md5=7ac8e20beae14c595b5fc2057c00a4d5"
"Preparation Process and Application of ZrB2 Materials; [ZrB2 材 料 的 制 备 工 艺 与 应 用]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146495473&partnerID=40&md5=34887ef640d06309794472d5a62c137a"
"Development and Key Technologies in Marine Gas Turbine; [舰船燃气轮机发展现状, 方向及关键技术]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097169671&doi=10.13675%2fj.cnki.tjjs.200406&partnerID=40&md5=60eb5e7784bc225b874bfac03be9484f"
"Recent Progress in Self-healing Materials for Sensor Arrays","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090996409&doi=10.1002%2fcnma.202000361&partnerID=40&md5=0aa4f9624a4380e19140c09ee84fe0da"
"Titanium valorization: From chemical milling baths to air depollution applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075864861&doi=10.1016%2fj.jclepro.2019.119344&partnerID=40&md5=b999307b153d7192f7817272debc6cc1"
"The old doom of a new technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084552947&doi=10.1007%2fs00146-020-00986-0&partnerID=40&md5=8110aa1127a897d635b47e16df2b7f75"
"Preparation and characterization of Al2O3-B4C coated composite powder by hydrothermal method","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081181989&doi=10.4028%2fwww.scientific.net%2fMSF.977.96&partnerID=40&md5=a4bd5ef825c157bc7b1381bc76985bcd"
"Material model characterization of a Ti/SiC metal matrix nanocomposite coating subjected to hypervelocity impact","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099867203&doi=10.1016%2fj.prostr.2020.10.062&partnerID=40&md5=13c44573ae1cdfbb834020f1b1efd795"
"Surface-Grafted Zwitterionic Polymers Improve the Efficacy of a Single Antibiotic Injection in Suppressing Staphylococcus aureus Periprosthetic Infections","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091947552&doi=10.1021%2facsabm.0c00600&partnerID=40&md5=e6948e575a6d38248b86a5ec77d7d42c"
"Nanoengineered textiles: From advanced functional nanomaterials to groundbreaking high-performance clothing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124751141&doi=10.1016%2fB978-0-12-816787-8.00021-1&partnerID=40&md5=401a866e553f05787ba776050110ead0"
"Flexible and durable cellulose/MXene nanocomposite paper for efficient electromagnetic interference shielding","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077492346&doi=10.1016%2fj.compscitech.2020.107995&partnerID=40&md5=cd06ab679ffb097939cff9efab9fc5c9"
"3D PRINTING TO INTEGRATE ACTUATORS INTO COMPOSITES","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085214459&doi=10.1016%2fj.addma.2020.101290&partnerID=40&md5=615ddc0944336b8efeff52306aed9a1f"
"A comparative study of calcium-magnesium-Aluminum-silicon oxide mitigation in selected self-healing thermal barrier coating ceramics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092027276&doi=10.1557%2fjmr.2020.220&partnerID=40&md5=c2f6c0111a9910a4f8ce93071958b056"
"A study on zoning coating method of absorbing materials for stealth aircraft","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081547686&doi=10.1016%2fj.ijleo.2019.163912&partnerID=40&md5=f073f7cf47937328ee41fd46031675c5"
"Advances on the Sintering of Thermal Barrier Coatings for High Temperature Blade of Industrial Gas Turbines; [重型燃气轮机高温叶片热障涂层烧结问题研究进展]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101369245&doi=10.7502%2fj.issn.1674-3962.202007024&partnerID=40&md5=94a7e340fbaa846c8ec86a27cea157e5"
"Infrared radiation and materials interaction: Active, passive, transparent, and opaque coatings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099226089&doi=10.1016%2fB978-0-12-822103-7.00002-9&partnerID=40&md5=2cd72ca5c081097bbace3d1ae59abef1"
"Historical Development of Hybrid Materials","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128260243&doi=10.1016%2fB978-0-12-803581-8.10546-6&partnerID=40&md5=acf85af5dfa6ebb3c9977afc5f7ed084"
"Effect of ultrasonic-electric surface modification on metal material","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089084876&doi=10.1088%2f1742-6596%2f1507%2f4%2f042005&partnerID=40&md5=dbbc31e359f246105e2ccb0431e2591d"
"Enhancing hydrophilicity and comprehensive antifouling properties of microfiltration membrane by novel hyperbranched poly(N-acryoyl morpholine) coating for oil-in-water emulsion separation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091658773&doi=10.1016%2fj.reactfunctpolym.2020.104735&partnerID=40&md5=16bb70096d0255d83e4bd76d4f61ccca"
"Furfuryl resin/CNT/carbon fiber drilling, using carbide drill coated with Balinit-Helica","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087086475&doi=10.1080%2f10426914.2020.1765252&partnerID=40&md5=4125e5174b46d016100a6490d9cd5e18"
"The effects of modified zinc oxide nanoparticles on the mechanical/thermal properties of epoxy resin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084124956&doi=10.1002%2fapp.49330&partnerID=40&md5=cd22fd145cde603d351827c5dea135e9"
"Synthesis of yolk-shell structured carbonyl iron@void@nitrogen doped carbon for enhanced microwave absorption performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071729497&doi=10.1016%2fj.jallcom.2019.152083&partnerID=40&md5=261fe33e3667c90ad25d8c60fd9b9185"
"Research on laser-assisted selective metallization of a 3D printed ceramic surface","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098457352&doi=10.1039%2fd0ra08499a&partnerID=40&md5=4176521672a948ad843d5b844e8f36f5"
"Improved interfacial strength and ablation resistance of carbon fabric reinforced phenolic composites modified with functionalized ZrSiO4 sol","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081040925&doi=10.1016%2fj.matdes.2020.108623&partnerID=40&md5=5cf9104a3320e3a3b0c87ccf13f9310f"
"An investigation on the effect of different coated electrodes on the surface quality of WEDM by varying discharge energy level","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077639567&doi=10.1007%2fs00170-019-04813-9&partnerID=40&md5=34de484b84cbaae4fbfce69f755593c8"
"Study on the influencing factors in the process of surface strippable decontaminant","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088237726&doi=10.3390%2fcoatings10070649&partnerID=40&md5=edfee03a07125d2ae46fcebf67400206"
"Study of fabrication and analysis of nanocellulose reinforced polymer matrix composites","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103976186&doi=10.1016%2fj.matpr.2020.06.018&partnerID=40&md5=f84fd929fe1778effb7fa04323921af9"
"Microstructural characteristics and tensile properties of gas tungsten constricted arc (GTCA) welded Inconel 718 superalloy sheets for aeroengine components","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096784601&doi=10.3139%2f120.111576&partnerID=40&md5=a3519e8fe52952c5669158ec22438080"
"Friction stir welding: A sustainable manufacturing process","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112690818&doi=10.1016%2fj.matpr.2021.04.025&partnerID=40&md5=2f288c2eae2e8783d023e8943ef6ee66"
"Laser micro-coating of stainless steel on an al-si cast alloy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088436005&doi=10.22616%2fERDev2020.19.TF113&partnerID=40&md5=d5b6b1bc07fb2595c16c6d151fca9f0e"
"Bio-based alternatives to phenol and formaldehyde for the production of resins","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092928832&doi=10.3390%2fpolym12102237&partnerID=40&md5=26272edc3877528364f192aad6b0e2b3"
"Terahertz Thickness Measurement Based on Stochastic Optimization Algorithm; [随机优化算法应用于太赫兹测厚方法的研究]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092791062&doi=10.3964%2fj.issn.1000-0593%282020%2910-3066-05&partnerID=40&md5=249517d06b15d9ae7e4e51f462c5f857"
"Prediction and analysis of electric discharge machining (EDM) die sinking machining of PH 15-5 stainless steel by using Taguchi approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078319630&partnerID=40&md5=45d41d31a6277d6bacce05090ff28ae2"
"Qualitative subsurface analysis in quadratic frequency modulated thermal wave imaging","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079437942&doi=10.30534%2fijeter%2f2020%2f06812020&partnerID=40&md5=0ae6af05258a898161a8eb7d3a5e675f"
"An experimental and numerical analysis of residual stresses in a TIG weldment of a single crystal nickel-base superalloy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079546702&doi=10.1016%2fj.jmapro.2020.02.007&partnerID=40&md5=ecff82a93ddd240717debc5042729478"
"Highly Efficient Broadband Solar-Blind UV Photodetector Based on Gd2O3:Eu3+–PMMA Composite Film","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085884517&doi=10.1002%2fadmi.202000570&partnerID=40&md5=da90c657e1459d1aaf410feb5c84f9b5"
"Surface integrity study of WEDM with various wire electrodes: experiments and analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078619638&doi=10.1080%2f10910344.2019.1701019&partnerID=40&md5=8d1bfe3fe5d849bf21dd81a04055dc8b"
"Towards mass applications: A review on the challenges and developments in metallic bipolar plates for PEMFC","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096941589&doi=10.1016%2fj.pnsc.2020.10.015&partnerID=40&md5=e071d09ce0ca27081252f75043785f9b"
"Durability of superamphiphobic polyester fabrics in simulated aerodynamic icing conditions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096020247&doi=10.3390%2fcoatings10111058&partnerID=40&md5=89ff13c06a4cfe6271904ee64f3f0ded"
"PEEK surface modification methods and effect of the laser method on surface properties","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082472246&doi=10.33263%2fBRIAC102.132140&partnerID=40&md5=7272ea6e52768d8ce39e8261b268da5c"
"Combating Implant Infections: Shifting Focus from Bacteria to Host","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090578459&doi=10.1002%2fadma.202002962&partnerID=40&md5=628d9f1f33cdc402316eb6907d9d459d"
"Stage-dependent concomitant microbial fortification improves soil nutrient status, plant growth, antioxidative defense system and gene expression in rice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088380496&doi=10.1016%2fj.micres.2020.126538&partnerID=40&md5=802d18bd69df9f42c50e3127e9bf3fdd"
"Underwater shearography - Considerations and first results","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092489622&doi=10.1117%2f12.2569388&partnerID=40&md5=678040a9e58d9b97f37af3d96faf25db"
"Surface-Adaptive and On-Demand Antibacterial Sponge for Synergistic Rapid Hemostasis and Wound Disinfection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081996440&doi=10.1021%2facsbiomaterials.0c00069&partnerID=40&md5=239263f7c5cd24e244bb13db5322f664"
"Microwave absorption efficiency of poly (vinyl-butyral)/Ultra-thin nickel coated fly ash cenosphere composite","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083068058&doi=10.1016%2fj.surfin.2020.100430&partnerID=40&md5=c6be33fea2a17308c84ccaf80cbe8283"
"Transparent polymer nanocomposites based on two-dimensional materials and their multiple applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125975414&doi=10.1016%2fB978-0-12-821497-8.00001-0&partnerID=40&md5=fce884853549e3cc8cbd3d83e13b61a9"
